Brand,Model,Mileage,Transmission,Price,Year,Engine CC,Date Posted
Opel,Corsa,280 km,Automatic,"230,000 EGP",1996,2000,2026-06-20
Renault,Kadjar,"155,000 km",Automatic,"960,000 EGP",2016,1600,2026-06-20
Kia,Sportage,"9,000 km",Automatic,"2,550,000 EGP",2025,1400,2026-06-20
Hyundai,IX 35,"213,000 km",Automatic,"650,000 EGP",2013,1600,2026-06-20
Skoda,KODIAQ,"306,000 km",Automatic,"610,000 EGP",2008,1600,2026-06-20
Toyota,Corolla,"8,100 km",Automatic,"870,000 EGP",2026,1000,2026-06-20
Volkswagen,Jetta,"139,000 km",Automatic,"1,139,900 EGP",2019,1600,2026-06-19
Renault,Kardian,"20,100 km",Automatic,"650,000 EGP",2007,3000,2026-06-19
Hyundai,Tucson,"73,000 km",Automatic,"5,500,000 EGP",2020,3000,2026-06-19
BMW,X3,"29,000 km",Automatic,"1,500,000 EGP",2022,1300,2026-06-19
Porsche,Cayenne S,"77,000 km",Automatic,"1,150,000 EGP",2013,3600,2026-06-19
Nissan,Qashqai,"62,000 km",Automatic,"3,800,000 EGP",2024,2000,2026-06-19
Jeep,Wrangler,"16,000 km",Automatic,"3,400,000 EGP",2024,650,2026-06-19
Mercedes,CLE 200,"22,000 km",Automatic,"4,150,000 EGP",2024,2000,2026-06-19
Mercedes,EQE SUV,"158,000 km",Automatic,"2,150,000 EGP",2020,3500,2026-06-19
Mercedes,CLE 200,"77,000 km",Automatic,"1,700,000 EGP",2021,2000,2026-06-19
Mitsubishi,Pajero,"39,000 km",Automatic,"1,650,000 EGP",2022,530,2026-06-19
Mini,John Cooper Works,"340,000 km",Automatic,"1,100,000 EGP",2008,2500,2026-06-19
Volkswagen,ID.6 Crozz,"77,000 km",Automatic,"3,050,000 EGP",2019,3000,2026-06-19
Mercedes,E230,"125,000 km",Automatic,"2,650,000 EGP",2017,4400,2026-06-19
BMW,X3,"300,000 km",Automatic,"400,000 EGP",2010,1600,2026-06-19
BMW,X6,"64,000 km",Automatic,"5,500,000 EGP",2024,3000,2026-06-19
Chevrolet,Cruze,131 km,Automatic,"430,000 EGP",2006,1600,2026-06-19
Mercedes,Gle 450,"14,500 km",Automatic,"3,350,000 EGP",2023,1500,2026-06-19
Daewoo,Lacetti,300 km,Automatic,"270,000 EGP",1995,2000,2026-06-19
Mercedes,C200,"180,000 km",Automatic,"730,000 EGP",2016,1600,2026-06-19
Opel,Vectra,200 km,Automatic,"825,000 EGP",2018,1500,2026-06-19
Hyundai,Elantra MD,"36,000 km",Automatic,"1,600,000 EGP",2024,1400,2026-06-19
Kia,Cerato,405 km,Automatic,"935,000 EGP",2026,1600,2026-06-19
Skoda,Octavia A8,"68,000 km",Automatic,"2,850,000 EGP",2023,1600,2026-06-19
Hyundai,Accent,"3,446 km",Automatic,"920,000 EGP",2026,1000,2026-06-19
Mercedes,C200,"13,000 km",Automatic,"1,430,000 EGP",2026,1200,2026-06-19
Renault,Kardian,"40,000 km",Automatic,"1,030,000 EGP",2025,1500,2026-06-19
Opel,Mokka,"480,000 km",Automatic,"590,000 EGP",2013,1600,2026-06-19
MG,ZS,"300,000 km",Manual,"130,000 EGP",1994,1600,2026-06-19
Kia,Rio,"170,000 km",Automatic,"780,000 EGP",2016,1600,2026-06-19
Peugeot,405,"155,000 km",Automatic,"550,000 EGP",2006,1600,2026-06-19
Toyota,Corolla,"170,000 km",Automatic,"1,650,000 EGP",2018,1600,2026-06-19
Volkswagen,Passat,"137,000 km",Automatic,"4,100,000 EGP",2019,3000,2026-06-19
BMW,520i,"180,000 km",Automatic,"1,000,300 EGP",2018,1400,2026-06-19
Mercedes,S450,"75,000 km",Automatic,"850,000 EGP",2021,1500,2026-06-19
Audi,A4,"49,000 km",Automatic,"410,000 EGP",2014,1600,2026-06-19
MG,6,"234,617 km",Automatic,"510,000 EGP",2020,1600,2026-06-19
Hyundai,Verna,"36,000 km",Automatic,"6,700,000 EGP",2025,3000,2026-06-19
Peugeot,301,"120,000 km",Automatic,"670,000 EGP",2021,1200,2026-06-19
BMW,X6,300 km,Manual,"350,000 EGP",1996,4000,2026-06-19
Opel,Cross Land,"99,999 km",Automatic,"180,000 EGP",2001,2000,2026-06-19
Ford,Explorer,"161,000 km",Manual,"250,000 EGP",2013,1000,2026-06-19
Daewoo,Leganza,"210,000 km",Manual,"290,000 EGP",1999,1300,2026-06-19
Changan,Benni Mini,"26,000 km",Automatic,"1,850,000 EGP",2023,1600,2026-06-19
Toyota,Corolla,"162,000 km",Automatic,"900,000 EGP",2019,1200,2026-06-19
Hyundai,Tucson NX4e,"35,000 km",Automatic,"5,700,000 EGP",2020,4400,2026-06-18
Renault,Kadjar,"20,000 km",Automatic,"6,700,000 EGP",2022,3000,2026-06-18
BMW,M850i,"70,000 km",Automatic,"895,000 EGP",2021,1600,2026-06-18
Mercedes,GT43,"6,000 km",Automatic,"3,400,000 EGP",2026,1500,2026-06-18
Fiat,Tipo,"231,000 km",Manual,"310,000 EGP",2002,1500,2026-06-18
BMW,X2,"17,000 km",Automatic,"1,750,000 EGP",2024,1600,2026-06-18
Daewoo,Lanos,"122,250 km",Automatic,"520,000 EGP",2019,1600,2026-06-18
Kia,Sportage,"210,000 km",Automatic,"399,000 EGP",2008,1600,2026-06-18
Proton,Preve,"220,000 km",Automatic,"800,000 EGP",2016,1500,2026-06-18
Peugeot,307,"264,945 km",Automatic,"510,000 EGP",2014,1600,2026-06-18
BMW,218i,"56,000 km",Automatic,"1,650,000 EGP",2019,1500,2026-06-18
Opel,Astra,"111,000 km",Automatic,"1,250,000 EGP",2022,600,2026-06-18
BMW,X1,"180,000 km",Automatic,"670,000 EGP",2010,1600,2026-06-18
Volkswagen,ID.4,"235,000 km",Automatic,"460,000 EGP",2014,1600,2026-06-18
Skoda,Fantasia,"79,300 km",Automatic,"690,000 EGP",2018,1600,2026-06-18
Chevrolet,Cruze,"130,000 km",Automatic,"580,000 EGP",2012,1400,2026-06-18
Fiat,Tipo,"83,000 km",Automatic,"1,340,000 EGP",2022,1600,2026-06-18
Volkswagen,Polo,"108,000 km",Manual,"155,000 EGP",2010,800,2026-06-18
Hyundai,Elantra CN7,"75,000 km",Automatic,"2,100,000 EGP",2021,2000,2026-06-18
Suzuki,Maruti,"140,000 km",Automatic,"660,000 EGP",2020,1400,2026-06-18
Volvo,XC 40,"53,000 km",Automatic,"2,600,000 EGP",2023,1500,2026-06-18
Opel,Astra,"126,000 km",Automatic,"900,000 EGP",2019,1200,2026-06-18
Mercedes,C180,"210,000 km",Automatic,"520,000 EGP",2017,1600,2026-06-18
Nissan,Qashqai,"25,000 km",Automatic,"950,000 EGP",2025,1500,2026-06-18
Speranza,Tiggo,"158,000 km",Automatic,"1,050,000 EGP",2022,1500,2026-06-18
MG,5,"91,480 km",Automatic,"1,280,000 EGP",2019,1600,2026-06-18
Hyundai,Elantra CN7,"80,000 km",Automatic,"630,000 EGP",2021,1200,2026-06-18
Peugeot,508,"5,850 km",Automatic,"9,400,000 EGP",2025,3500,2026-06-18
Suzuki,Swift,"28,000 km",Automatic,"3,700,000 EGP",2021,2000,2026-06-18
Toyota,Land cruiser,"67,700 km",Automatic,"1,100,000 EGP",2018,1600,2026-06-18
Mercedes,E200,"15,000 km",Automatic,"3,700,000 EGP",2023,2000,2026-06-18
Opel,Insignia,"140,000 km",Automatic,"1,675,000 EGP",2019,2000,2026-06-18
BMW,530i,"35,500 km",Automatic,"3,150,000 EGP",2020,2000,2026-06-18
BMW,X1,"182,000 km",Automatic,"1,230,000 EGP",2017,1500,2026-06-18
Mercedes,E200,"210,000 km",Automatic,"1,500,000 EGP",2019,3500,2026-06-18
BMW,X1,"10,000 km",Automatic,"1,700,000 EGP",2026,1300,2026-06-18
Kia,Sorento,"2,000 km",Automatic,"15,995,000 EGP",2025,3000,2026-06-18
Nissan,Qashqai,"340,000 km",Automatic,"620,000 EGP",2013,1600,2026-06-18
Range Rover,VOGUE,"26,000 km",Automatic,"2,650,000 EGP",2025,2000,2026-06-18
Kia,Cadenza,"118,000 km",Automatic,"1,220,000 EGP",2018,2000,2026-06-18
Mini,John Cooper Works,"245,000 km",Automatic,"225,000 EGP",1999,2000,2026-06-18
BMW,X1,"149,000 km",Automatic,"1,850,000 EGP",2020,1400,2026-06-18
Peugeot,405,"205,000 km",Automatic,"400,000 EGP",2011,1600,2026-06-18
Audi,Q3,"140,000 km",Automatic,"850,000 EGP",2019,1600,2026-06-18
Chevrolet,Cruze,"327,000 km",Automatic,"450,000 EGP",2008,1600,2026-06-18
Hyundai,Elantra AD,"81,000 km",Automatic,"750,000 EGP",2022,1500,2026-06-17
Opel,Vectra,"139,000 km",Automatic,"690,000 EGP",2017,1600,2026-06-17
MG,5,"9,000 km",Automatic,"15,000,000 EGP",2025,4400,2026-06-17
Hyundai,Accent,"37,000 km",Automatic,"2,300,000 EGP",2024,1400,2026-06-17
Range Rover,VOGUE,"185,000 km",Automatic,"650,000 EGP",2019,1600,2026-06-17
Skoda,KODIAQ,"4,300 km",Automatic,"3,700,000 EGP",2024,670,2026-06-17
Seat,Toledo,"60,000 km",Automatic,"780,000 EGP",2020,1600,2026-06-17
Mercedes,EQE 350,"345,000 km",Automatic,"580,000 EGP",2015,1600,2026-06-17
Renault,Duster,"130,000 km",Automatic,"850,000 EGP",2016,1600,2026-06-17
Nissan,Sentra,228 km,Automatic,"775,000 EGP",2011,2000,2026-06-17
Subaru,XV,"180,000 km",Manual,"350,000 EGP",2005,1600,2026-06-17
"775,000 EGP",Audi A4 2011,"158,000 km",Automatic,"580,000 EGP",2010,1600,2026-06-17
Audi,A4,"20,000 km",Automatic,"4,600,000 EGP",2024,2000,2026-06-17
Hyundai,Matrix,"94,000 km",Automatic,"450,000 EGP",2016,1600,2026-06-17
Kia,Cerato,"103,800 km",Manual,"360,000 EGP",2012,1500,2026-06-17
BMW,520i,"137,000 km",Automatic,"1,250,000 EGP",2021,1400,2026-06-17
Renault,Logan,"341,000 km",Automatic,"550,000 EGP",2009,1600,2026-06-17
Chevrolet,Aveo,"119,000 km",Automatic,"1,000,000 EGP",2019,1600,2026-06-17
Skoda,Octavia A8,"250,000 km",Manual,"220,000 EGP",1999,1600,2026-06-17
Honda,Civic,"5,000 km",Automatic,"1,200,000 EGP",2024,1200,2026-06-17
Opel,Grand Land,"113,000 km",Manual,"165,000 EGP",2004,1000,2026-06-17
Daewoo,Lanos II,"200,000 km",Automatic,"470,000 EGP",2008,1500,2026-06-17
Opel,Cross Land,"295,000 km",Manual,"400,000 EGP",1993,2500,2026-06-17
Volkswagen,Pointer,"94,000 km",Automatic,"2,200,000 EGP",2018,2000,2026-06-17
Mitsubishi,Lancer,"165,000 km",Automatic,"350,000 EGP",2012,1600,2026-06-17
Jeep,Cherokee,"174,000 km",Automatic,"1,400,000 EGP",2021,1600,2026-06-17
Volvo,XC 90,"60,000 km",Manual,"710,000 EGP",2024,1400,2026-06-17
Peugeot,408,"40,000 km",Automatic,"2,350,000 EGP",2020,1500,2026-06-17
Peugeot,5008,"75,000 km",Automatic,"2,250,000 EGP",2020,1500,2026-06-17
Fiat,Tipo,"51,110 km",Automatic,"5,550,000 EGP",2023,2000,2026-06-17
Mercedes,C180,177 km,Manual,"395,000 EGP",2015,1600,2026-06-17
Mercedes,C180,168 km,Automatic,"350,000 EGP",2006,1500,2026-06-17
Land Rover,DEFENDER,"297,000 km",Manual,"400,000 EGP",2014,1600,2026-06-17
Hyundai,Verna,"10,000 km",Automatic,"3,000,000 EGP",2024,1500,2026-06-17
Daewoo,Leganza,"140,000 km",Automatic,"2,150,000 EGP",2018,3000,2026-06-17
Hyundai,Verna 1.6,"90,000 km",Automatic,"3,300,000 EGP",2024,4000,2026-06-17
Mercedes,C180,"30,000 km",Automatic,"1,200,000 EGP",2023,1600,2026-06-17
BMW,X4,"7,000 km",Automatic,"7,500,000 EGP",2023,4400,2026-06-17
"3,300,000 EGP",Toyota Fortuner 2024,"4,800 km",Automatic,"5,750,000 EGP",2024,525,2026-06-17
Toyota,Fortuner,"11,000 km",Automatic,"1,850,000 EGP",2025,1600,2026-06-17
Mercedes,C200,"24,000 km",Automatic,"1,450,000 EGP",2024,1500,2026-06-17
BMW,X7,"30,000 km",Manual,"430,000 EGP",2011,1600,2026-06-17
Cadillac,Lyriq,"6,000 km",Automatic,"8,750,000 EGP",2024,2000,2026-06-17
Peugeot,408,"120,000 km",Automatic,"1,700,000 EGP",2016,2000,2026-06-17
SsangYong,Torres,"147,000 km",Automatic,"1,500,000 EGP",2009,3000,2026-06-17
Hyundai,Accent RB,"60,000 km",Automatic,"2,250,000 EGP",2023,1600,2026-06-16
Mercedes,G 63,"9,000 km",Automatic,"6,250,000 EGP",2023,616,2026-06-16
Mercedes,E200,"59,000 km",Automatic,"3,300,000 EGP",2020,2000,2026-06-16
Mercedes,S350,"148,000 km",Automatic,"3,750,000 EGP",2018,,2026-06-16
BMW,520i,"49,000 km",Automatic,"3,500,000 EGP",2023,1500,2026-06-16
Mercedes,EQS,"174,000 km",Automatic,"340,000 EGP",2013,1600,2026-06-16
Mercedes,E350,"250,000 km",Automatic,"700,000 EGP",2015,1600,2026-06-16
Mercedes,S450,"22,000 km",Automatic,"3,350,000 EGP",2025,1500,2026-06-16
Land Rover,Range Rover Evoque,"12,700 km",Automatic,"3,400,000 EGP",2025,1500,2026-06-16
Renault,Logan,"118,000 km",Automatic,"1,145,000 EGP",2017,1600,2026-06-16
BMW,316i,"16,000 km",Automatic,"3,100,000 EGP",2024,1600,2026-06-16
Mercedes,C180,"40,000 km",Automatic,"600,000 EGP",2024,1600,2026-06-16
Mercedes,C180,"124,000 km",Manual,"250,000 EGP",2008,1500,2026-06-16
Hyundai,Tucson,"83,000 km",Automatic,"1,680,000 EGP",2021,1500,2026-06-16
BMW,320i,"180,000 km",Automatic,"1,900,000 EGP",2011,5700,2026-06-16
Alfa Romeo,Tonale,"260,000 km",Automatic,"700,000 EGP",2012,1500,2026-06-16
Speranza,A516,"24,000 km",Automatic,"4,450,000 EGP",2026,1600,2026-06-16
BMW,X1,"23,000 km",Automatic,"965,000 EGP",2024,1500,2026-06-16
Dodge,Durango,"10,000 km",Automatic,"1,500,000 EGP",2024,1600,2026-06-16
BMW,X1,"20,000 km",Automatic,"1,600,000 EGP",2022,1600,2026-06-16
"4,450,000 EGP",BMW 520i 2026,"93,000 km",Automatic,"1,200,000 EGP",2020,1600,2026-06-16
BMW,520i,"2,000 km",Automatic,"2,470,000 EGP",2024,1400,2026-06-16
MG,ZS,"119,000 km",Automatic,"2,450,000 EGP",2019,2000,2026-06-16
Kia,Carnival,"194,000 km",Automatic,"2,200,000 EGP",2020,5700,2026-06-16
Kia,Sorento,"37,000 km",Automatic,"820,000 EGP",2022,1500,2026-06-16
Peugeot,508,"26,000 km",Automatic,"4,350,000 EGP",2025,2000,2026-06-16
Volkswagen,Tiguan,"62,500 km",Automatic,"720,000 EGP",2024,1400,2026-06-16
BMW,530i,"100,000 km",Automatic,"850,000 EGP",2019,1600,2026-06-16
Jeep,Grand Cherokee,"30,000 km",Automatic,"950,000 EGP",2019,1000,2026-06-16
Changan,CS55,"212,000 km",Manual,"290,000 EGP",2007,1500,2026-06-16
BMW,420i Convertible,"220,000 km",Automatic,"750,000 EGP",2019,1600,2026-06-16
Changan,CS35 PLUS,"4,500 km",Automatic,"2,850,000 EGP",2025,705,2026-06-16
SsangYong,Tivoli,"353,000 km",Automatic,"450,000 EGP",2008,1500,2026-06-16
Ford,Ecosport,168 km,Automatic,"750,000 EGP",2014,1600,2026-06-16
Hyundai,Verna,"57,000 km",Automatic,"820,000 EGP",2024,1500,2026-06-16
Renault,Duster,"267,000 km",Automatic,"625,000 EGP",2010,1600,2026-06-16
Zeekr,1,"77,000 km",Automatic,"1,980,000 EGP",2018,1600,2026-06-16
Mitsubishi,Lancer Shark,"200,000 km",Automatic,"375,000 EGP",2013,1600,2026-06-16
Toyota,Corolla,"45,000 km",Automatic,"2,250,000 EGP",2025,1400,2026-06-16
MG,5,"34,500 km",Manual,"450,000 EGP",2018,1500,2026-06-16
Toyota,Corolla,"390,000 km",Automatic,"550,000 EGP",2013,1600,2026-06-16
Mercedes,C180,"95,000 km",Automatic,"1,650,000 EGP",2021,1400,2026-06-16
Brilliance,FRV,62 km,Manual,"95,000 EGP",1991,1000,2026-06-16
Volkswagen,Tiguan,"180,000 km",Automatic,"385,000 EGP",2005,1600,2026-06-16
Geely,Emgrand 7,"157,000 km",Automatic,"750,000 EGP",2015,1300,2026-06-16
Hyundai,Elantra MD,"220,000 km",Manual,"430,000 EGP",2013,1600,2026-06-15
Volkswagen,Tiguan,"63,000 km",Manual,"140,000 EGP",2014,1600,2026-06-15
"95,000 EGP",Daihatsu Charade 1991,"177,865 km",Automatic,"860,000 EGP",2018,1600,2026-06-15
Daihatsu,Charade,"106,000 km",Manual,"265,000 EGP",2005,1500,2026-06-15
Chevrolet,Optra,"174,000 km",Automatic,"1,100,000 EGP",2011,1800,2026-06-15
Fiat,500,"17,000 km",Automatic,"5,250,000 EGP",2024,2000,2026-06-15
Renault,Duster,"295,000 km",Manual,"415,000 EGP",2007,1600,2026-06-15
Lada,2107,"99,700 km",Automatic,"850,000 EGP",2019,1600,2026-06-15
Hyundai,Elantra AD,"99,999 km",Manual,"175,000 EGP",2014,800,2026-06-15
Daewoo,Lanos II,"100,000 km",Automatic,"1,630,000 EGP",2021,1400,2026-06-15
Mercedes,C 250,"365,000 km",Automatic,"480,000 EGP",2011,1400,2026-06-15
Range Rover,Velar,"400,000 km",Manual,"580,000 EGP",2008,1600,2026-06-15
Mitsubishi,Lancer,"215,000 km",Automatic,"900,000 EGP",2009,2500,2026-06-15
Peugeot,2008,"251,000 km",Manual,"600,000 EGP",2013,1400,2026-06-15
Suzuki,Maruti,"68,000 km",Automatic,"6,660,000 EGP",2022,4400,2026-06-15
Seat,Tarraco,"68,000 km",Automatic,"5,550,000 EGP",2021,4400,2026-06-15
Volkswagen,Polo,"124,000 km",Automatic,"1,150,000 EGP",2023,1500,2026-06-15
BMW,316i,"36,000 km",Manual,"430,000 EGP",2017,1500,2026-06-15
BMW,523i,"110,000 km",Automatic,"2,700,000 EGP",2021,2000,2026-06-15
Skoda,Rapid,"196,000 km",Automatic,"1,050,000 EGP",2004,1800,2026-06-15
Porsche,Cayenne,"240,000 km",Automatic,"530,000 EGP",2011,1600,2026-06-15
Porsche,Cayenne,"86,000 km",Automatic,"1,250,000 EGP",2021,1600,2026-06-15
MG,RX5,"43,000 km",Automatic,"600,000 EGP",2021,1600,2026-06-15
Geely,Emgrand 7,"90,000 km",Automatic,"2,800,000 EGP",2021,2000,2026-06-15
Jaguar,F-PACE,"95,000 km",Manual,"200,000 EGP",2012,1000,2026-06-15
Mercedes,E200,"18,000 km",Automatic,"3,500,000 EGP",2025,1500,2026-06-15
Hyundai,Elantra,"330,000 km",Manual,"450,000 EGP",2012,1600,2026-06-15
Subaru,XV,"116,000 km",Automatic,"1,550,000 EGP",2017,2000,2026-06-15
Nissan,Sentra,"100,000 km",Automatic,"950,000 EGP",2019,1600,2026-06-15
"2,800,000 EGP",Jaguar F-PACE 2021,"17,000 km",Automatic,"700,000 EGP",2021,1600,2026-06-15
Jaguar,F-PACE,"110,000 km",Automatic,"410,000 EGP",2012,1600,2026-06-15
Suzuki,Van,"375,000 km",Automatic,"420,000 EGP",2014,1600,2026-06-15
BYD,Leopard5,"120,000 km",Automatic,"750,000 EGP",2022,1200,2026-06-15
Renault,Duster,"120,000 km",Automatic,"1,100,000 EGP",2019,1200,2026-06-15
BMW,520i,"250,000 km",Manual,"125,000 EGP",1993,1500,2026-06-15
Subaru,Impreza,"27,000 km",Automatic,"1,250,000 EGP",2020,1000,2026-06-15
Renault,Sandero Stepway,"155,000 km",Automatic,"745,000 EGP",2017,1600,2026-06-15
Chevrolet,Optra,"122,000 km",Manual,"260,000 EGP",2009,1300,2026-06-15
Peugeot,301,"214,000 km",Automatic,"570,000 EGP",2012,1600,2026-06-15
Opel,Cross Land,"101,000 km",Automatic,"1,240,000 EGP",2022,1600,2026-06-15
Toyota,Corolla,"2,025 km",Automatic,"1,250,000 EGP",2025,1500,2026-06-15
Hyundai,Excel,"102,000 km",Automatic,"2,000,000 EGP",2010,5700,2026-06-15
Audi,A3,"140,000 km",Automatic,"1,050,000 EGP",2020,1500,2026-06-15
Hyundai,Elantra AD,"79,000 km",Automatic,"730,000 EGP",2022,1600,2026-06-15
Fiat,Punto,"295,000 km",Manual,"320,000 EGP",2014,1600,2026-06-15
Nissan,Qashqai,"240,000 km",Automatic,"520,000 EGP",2011,1500,2026-06-14
Peugeot,3008,"4,650 km",Automatic,"3,550,000 EGP",2023,1600,2026-06-14
Changan,UNI-V,"420,000 km",Manual,"255,000 EGP",1998,1300,2026-06-14
Jaguar,XJL,"220,000 km",Automatic,"300,000 EGP",2002,2000,2026-06-14
Mitsubishi,Eclipse,"260,000 km",Manual,"170,000 EGP",2000,1300,2026-06-14
Renault,Sandero Stepway,"190,000 km",Automatic,"350,000 EGP",1998,1400,2026-06-14
BYD,F3,"204,000 km",Automatic,"390,000 EGP",2016,1600,2026-06-14
Citroen,C4 Grand Picasso,"175,000 km",Automatic,"950,000 EGP",2012,3700,2026-06-14
BMW,520i,"170,000 km",Automatic,"375,000 EGP",2016,1600,2026-06-14
Toyota,Corolla,"15,000 km",Automatic,"1,415,000 EGP",2025,1500,2026-06-14
BMW,318i,"24,000 km",Automatic,"1,330,000 EGP",2025,1500,2026-06-14
"170,000 EGP",Hyundai Accent 2000,"115,000 km",Automatic,"2,600,000 EGP",2016,3000,2026-06-14
Hyundai,Accent,"13,000 km",Automatic,"900,000 EGP",2025,1600,2026-06-14
BMW,316i,"100,000 km",Automatic,"300,000 EGP",2015,1400,2026-06-14
Peugeot,301,"205,000 km",Automatic,"2,380,000 EGP",2014,3500,2026-06-14
Jeep,Cherokee,"6,000 km",Automatic,"500,000 EGP",2021,1500,2026-06-14
Renault,Logan,"30,000 km",Automatic,"3,200,000 EGP",2023,1500,2026-06-14
MG,HS,"60,000 km",Automatic,"800,000 EGP",2022,1500,2026-06-14
MG,One,"15,000 km",Automatic,"500,000 EGP",2021,1500,2026-06-14
BMW,440i Gran Coupe,"61,000 km",Automatic,"830,000 EGP",2021,1600,2026-06-14
Kia,Carnival,"195,000 km",Automatic,"585,000 EGP",2013,1600,2026-06-14
Hyundai,IX 35,"360,000 km",Automatic,"475,000 EGP",2007,2500,2026-06-14
Mercedes,E350,"495,000 km",Automatic,"260,000 EGP",2005,1600,2026-06-14
Kia,Seltos,"150,000 km",Automatic,"890,000 EGP",2020,1500,2026-06-14
Mercedes,C180,"70,000 km",Automatic,"450,000 EGP",2019,1500,2026-06-14
Chery,Tiggo 8,"315,000 km",Automatic,"580,000 EGP",2005,1800,2026-06-14
Hyundai,Elantra CN7,"50,000 km",Automatic,"500,000 EGP",2023,1500,2026-06-14
Renault,Duster,"200,000 km",Automatic,"1,550,000 EGP",2019,1400,2026-06-14
Mitsubishi,Lancer Puma,800 km,Manual,"510,000 EGP",2023,1000,2026-06-14
Nissan,X-Trail,"27,000 km",Automatic,"720,000 EGP",2022,1600,2026-06-14
Ford,Focus,"216,500 km",Automatic,"705,000 EGP",2012,1600,2026-06-14
Peugeot,3008,"73,000 km",Automatic,"400,000 EGP",2012,1100,2026-06-14
Skoda,KODIAQ,"61,555 km",Automatic,"700,000 EGP",2022,1600,2026-06-14
Mercedes,C180,"135,000 km",Automatic,"2,480,000 EGP",2019,4000,2026-06-14
SsangYong,Torres,"150,000 km",Automatic,"830,000 EGP",2021,1200,2026-06-14
Skoda,KODIAQ,"27,000 km",Automatic,"1,500,000 EGP",2023,1600,2026-06-14
Suzuki,Van,108 km,Automatic,"1,050,000 EGP",2020,1600,2026-06-14
Peugeot,301,"120,000 km",Automatic,"785,000 EGP",2021,1500,2026-06-14
"705,000 EGP",Toyota Corolla 2012,"9,000 km",Automatic,"13,900,000 EGP",2023,4000,2026-06-14
Toyota,Corolla,"6,000 km",Automatic,"1,850,000 EGP",2022,1600,2026-06-14
Hyundai,I10,"30,500 km",Automatic,"2,700,000 EGP",2024,2000,2026-06-14
Renault,Sandero Stepway,"145,000 km",Automatic,"1,800,000 EGP",2019,1600,2026-06-14
Toyota,Fortuner,"86,667 km",Automatic,"730,000 EGP",2022,1500,2026-06-14
Citroen,C3 Aircross,"200,000 km",Automatic,"500,000 EGP",2013,1600,2026-06-14
Kia,Sportage,"20,000 km",Automatic,"1,600,000 EGP",2025,1500,2026-06-14
Toyota,Corolla,"300,000 km",Automatic,"550,000 EGP",2018,1600,2026-06-14
MG,5,"300,000 km",Manual,"190,000 EGP",1996,1300,2026-06-13
Mercedes,G 63,"85,000 km",Automatic,"1,000,000 EGP",2023,1200,2026-06-13
Hyundai,Tucson NX4e,"105,000 km",Automatic,"480,000 EGP",2014,1600,2026-06-13
Alfa Romeo,Giulia,"109,000 km",Automatic,"580,000 EGP",2019,1600,2026-06-13
Mercedes,GLA 200,50 km,Automatic,"1,300,000 EGP",2013,,2026-06-13
Suzuki,Ciaz,"15,000 km",Automatic,"3,300,000 EGP",2021,1900,2026-06-13
Chevrolet,Optra,"165,000 km",Automatic,"1,550,000 EGP",2018,2000,2026-06-13
Mitsubishi,Eclipse,"302,000 km",Automatic,"465,000 EGP",2015,1500,2026-06-13
Fiat,Tipo,"235,000 km",Automatic,"800,000 EGP",2018,1600,2026-06-13
Volkswagen,Polo,"43,000 km",Manual,"150,000 EGP",2011,1600,2026-06-13
Opel,Mokka,"210,000 km",Automatic,"1,250,000 EGP",2017,1600,2026-06-13
Chevrolet,Optra,"199,000 km",Automatic,"750,000 EGP",2018,1500,2026-06-13
Renault,Sandero Stepway,"210,000 km",Manual,"210,000 EGP",1999,1300,2026-06-13
Chrysler,300C,"83,000 km",Automatic,"850,000 EGP",2020,1200,2026-06-13
Mercedes,GLC 200,135 km,Automatic,"720,000 EGP",2008,1400,2026-06-13
BMW,320i,"40,000 km",Manual,"470,000 EGP",2022,1000,2026-06-13
Nissan,Sunny,"300,000 km",Manual,"170,000 EGP",2014,1500,2026-06-13
Hyundai,HD260,"374,000 km",Automatic,"450,000 EGP",2010,1600,2026-06-13
Lada,2107,"56,000 km",Automatic,"3,300,000 EGP",2022,2000,2026-06-13
"1,250,000 EGP",Mercedes CLA 180 2017,"130,000 km",Automatic,"830,000 EGP",2021,1500,2026-06-13
Mercedes,CLA 180,"188,000 km",Automatic,"550,000 EGP",2021,1500,2026-06-13
Mini,Cooper,"200,000 km",Manual,"145,000 EGP",1977,2000,2026-06-13
Toyota,Corolla,"80,000 km",Automatic,"950,000 EGP",2021,1000,2026-06-13
Nissan,Qashqai,"255,000 km",Automatic,"1,150,000 EGP",2011,3500,2026-06-13
Honda,Civic,165 km,Automatic,"450,000 EGP",2016,1600,2026-06-13
Suzuki,Spresso,"380,000 km",Automatic,"730,000 EGP",2018,1600,2026-06-13
Saipa,Tiipa,"165,000 km",Automatic,"500,000 EGP",2013,2000,2026-06-13
Mazda,3,"55,000 km",Automatic,"4,800,000 EGP",2022,3000,2026-06-13
Jaguar,F-PACE,"135,000 km",Automatic,"575,000 EGP",2018,1000,2026-06-13
MG,ZS,"115,000 km",Automatic,"1,090,000 EGP",2020,1400,2026-06-13
Changan,CS15,"270,000 km",Automatic,"550,000 EGP",2006,1600,2026-06-13
Peugeot,504,"40,000 km",Automatic,"1,000,000 EGP",2023,1500,2026-06-13
Nissan,Juke,"66,000 km",Manual,"425,000 EGP",2022,1600,2026-06-13
Mercedes,GLK 350,"120,000 km",Automatic,"445,000 EGP",2015,1600,2026-06-13
